"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8291,6.5197,1.3719,2.7481,0.8242,0,1.7078,0.49678,1.3072,1,0.434,0.434,0.2,0
1.8291,6.5197,1.3719,2.7481,0.82417,0,1.7078,0.49678,1.3072,1,0.436,0.436,0.2,0
1.8291,6.5196,1.3719,2.7481,0.82415,0,1.7078,0.49677,1.3072,1,0.438,0.438,0.2,0
1.8291,6.5195,1.3719,2.7481,0.82412,0,1.7078,0.49676,1.3071,1,0.44,0.44,0.2,0
1.8291,6.5195,1.3719,2.7481,0.8241,0,1.7078,0.49676,1.3071,1,0.442,0.442,0.2,0
1.8291,6.5194,1.3719,2.7481,0.82408,0,1.7078,0.49675,1.3071,1,0.444,0.444,0.2,0
1.8292,6.5194,1.3719,2.7481,0.82408,0,1.7078,0.49676,1.3071,1,0.446,0.446,0.2,0
1.8292,6.5194,1.3719,2.7481,0.82409,0,1.7078,0.49677,1.3071,1,0.448,0.448,0.2,0
1.8292,6.5195,1.3718,2.7481,0.82411,0,1.7078,0.49678,1.3071,1,0.45,0.45,0.2,0
1.8292,6.5195,1.3718,2.7481,0.82412,0,1.7079,0.49679,1.3071,1,0.452,0.452,0.2,0
1.8293,6.5196,1.3718,2.7481,0.82414,0,1.7079,0.4968,1.3071,1,0.454,0.454,0.2,0
1.8293,6.5195,1.3718,2.7481,0.82412,0,1.7079,0.4968,1.3071,1,0.456,0.456,0.2,0
1.8293,6.5195,1.3718,2.7481,0.8241,0,1.7079,0.49679,1.3071,1,0.458,0.458,0.2,0
1.8293,6.5195,1.3718,2.7481,0.82408,0,1.7079,0.49679,1.3071,1,0.46,0.46,0.2,0
1.8293,6.5194,1.3718,2.7481,0.82406,0,1.7079,0.49678,1.3071,1,0.462,0.462,0.2,0
1.8293,6.5194,1.3718,2.7481,0.82404,0,1.7078,0.49678,1.307,1,0.464,0.464,0.2,0
1.8293,6.5194,1.3718,2.7481,0.82402,0,1.7078,0.49678,1.307,1,0.466,0.466,0.2,0
1.8293,6.5193,1.3718,2.7481,0.824,0,1.7078,0.49677,1.307,1,0.468,0.468,0.2,0
1.8293,6.5193,1.3718,2.7481,0.82399,0,1.7078,0.49677,1.307,1,0.47,0.47,0.2,0
1.8293,6.5193,1.3718,2.7481,0.82397,0,1.7078,0.49676,1.307,1,0.472,0.472,0.2,0
1.8293,6.5192,1.3718,2.7481,0.82398,0,1.7078,0.49675,1.307,1,0.474,0.474,0.2,0
1.8293,6.5191,1.3719,2.7481,0.82397,0,1.7077,0.49672,1.307,1,0.476,0.476,0.2,0
1.8292,6.5188,1.372,2.7481,0.82391,0,1.7076,0.49664,1.3069,1,0.478,0.478,0.2,0
1.8291,6.5185,1.3721,2.7482,0.82385,0,1.7074,0.49657,1.3068,1,0.48,0.48,0.2,0
1.829,6.5183,1.3722,2.7482,0.82379,0,1.7073,0.49649,1.3068,1,0.482,0.482,0.2,0
1.8289,6.518,1.3723,2.7482,0.82373,0,1.7071,0.49641,1.3067,1,0.484,0.484,0.2,0
1.8289,6.5177,1.3724,2.7482,0.82367,0,1.7069,0.49633,1.3067,1,0.486,0.486,0.2,0
1.8288,6.5175,1.3725,2.7482,0.82361,0,1.7068,0.49625,1.3066,1,0.488,0.488,0.2,0
1.8286,6.517,1.3726,2.7482,0.82349,0,1.7066,0.49614,1.3066,1,0.49,0.49,0.2,0
1.8283,6.5159,1.3728,2.7481,0.82319,0,1.7061,0.49589,1.3064,1,0.492,0.492,0.2,0
1.8274,6.5131,1.3733,2.7477,0.82236,0,1.7049,0.49532,1.3062,1,0.494,0.494,0.2,0
1.8265,6.5105,1.3738,2.7474,0.82159,0,1.7038,0.49476,1.3059,1,0.496,0.496,0.2,0
1.8257,6.5079,1.3743,2.747,0.82082,0,1.7027,0.4942,1.3057,1,0.498,0.498,0.2,0
1.8249,6.5053,1.3748,2.7467,0.82005,0,1.7016,0.49365,1.3054,1,0.5,0.5,0.2,0
1.824,6.5026,1.3753,2.7463,0.81928,0,1.7005,0.49309,1.3052,1,0.502,0.502,0.2,0
1.8232,6.5002,1.3758,2.746,0.81857,0,1.6994,0.49257,1.3049,1,0.504,0.504,0.2,0
1.8243,6.5036,1.3752,2.7465,0.81962,0,1.7008,0.49328,1.3052,1,0.506,0.506,0.2,0
1.8269,6.5121,1.374,2.7482,0.82209,0,1.704,0.49488,1.3059,1,0.508,0.508,0.2,0
1.8297,6.5212,1.3728,2.75,0.82467,0,1.7074,0.49658,1.3065,1,0.51,0.51,0.2,0
1.8324,6.5303,1.3717,2.7519,0.82725,0,1.7108,0.49827,1.3071,1,0.512,0.512,0.2,0
1.833,6.5326,1.3716,2.7528,0.82789,0,1.7115,0.49859,1.3072,1,0.514,0.514,0.2,0
1.8259,6.5103,1.3756,2.7494,0.82127,0,1.7023,0.49399,1.3052,1,0.516,0.516,0.2,0
1.8173,6.4833,1.3804,2.7453,0.8133,0,1.6911,0.48839,1.3027,1,0.518,0.518,0.2,0
1.8071,6.4519,1.3869,2.7413,0.80408,0,1.6775,0.48159,1.2995,1,0.52,0.52,0.2,0
1.784,6.3784,1.4003,2.7293,0.78157,0,1.6475,0.46663,1.2926,1,0.522,0.522,0.2,0
1.7609,6.3049,1.4137,2.7173,0.75906,0,1.6176,0.45166,1.2857,1,0.524,0.524,0.2,0
1.7269,6.196,1.4331,2.6987,0.7258,0,1.5738,0.42974,1.2757,1,0.526,0.526,0.2,0
1.6922,6.0836,1.4535,2.677,0.69062,0,1.5297,0.40771,1.2652,1,0.528,0.528,0.2,0
1.6583,5.9738,1.4736,2.6543,0.65566,0,1.4873,0.38652,1.2548,1,0.53,0.53,0.2,0
1.6241,5.8627,1.4938,2.6313,0.62021,0,1.4444,0.36508,1.2444,1,0.532,0.532,0.2,0
1.589,5.7484,1.5147,2.6073,0.58377,0,1.4005,0.34311,1.2336,1,0.534,0.534,0.2,0
1.5494,5.6187,1.5393,2.5772,0.54277,0,1.3518,0.31873,1.221,1,0.536,0.536,0.2,0
1.5174,5.5133,1.5602,2.5492,0.51024,0,1.3135,0.29961,1.2105,1,0.538,0.538,0.2,0
1.4855,5.4079,1.5811,2.5211,0.47772,0,1.2752,0.28048,1.1999,1,0.54,0.54,0.2,0
1.4535,5.3025,1.602,2.4931,0.44519,0,1.237,0.26135,1.1894,1,0.542,0.542,0.2,0
1.4216,5.197,1.623,2.4651,0.41265,0,1.1987,0.24221,1.1789,1,0.544,0.544,0.2,0
1.3894,5.0911,1.6438,2.4375,0.37991,0,1.16,0.22288,1.1683,1,0.546,0.546,0.2,0
1.3614,4.998,1.6628,2.4106,0.3512,0,1.1272,0.20646,1.1588,1,0.548,0.548,0.2,0
1.3343,4.9067,1.6826,2.3811,0.32359,0,1.0964,0.19105,1.1492,1,0.55,0.55,0.2,0
1.3071,4.8154,1.7023,2.3516,0.29598,0,1.0656,0.17563,1.1396,1,0.552,0.552,0.2,0
1.28,4.7242,1.7221,2.3221,0.26837,0,1.0347,0.16022,1.1299,1,0.554,0.554,0.2,0
1.2529,4.6329,1.7418,2.2926,0.24076,0,1.0039,0.14481,1.1203,1,0.556,0.556,0.2,0
1.2287,4.5516,1.7596,2.2657,0.21651,0,0.97667,0.13119,1.1116,1,0.558,0.558,0.2,0
1.2057,4.4741,1.7767,2.2398,0.19355,0,0.95084,0.11827,1.1033,1,0.56,0.56,0.2,0
1.1828,4.3967,1.794,2.2134,0.17086,0,0.92526,0.10549,1.095,1,0.562,0.562,0.2,0
1.1602,4.3194,1.8128,2.1839,0.14956,0,0.90112,0.093418,1.0862,1,0.564,0.564,0.2,0
1.1393,4.2478,1.83,2.1569,0.12987,0,0.87863,0.082173,1.0781,1,0.566,0.566,0.2,0
1.1201,4.1822,1.8457,2.1324,0.11187,0,0.85788,0.071795,1.0707,1,0.568,0.568,0.2,0
1.1009,4.1165,1.8615,2.1079,0.093868,0,0.83712,0.061417,1.0633,1,0.57,0.57,0.2,0
1.0817,4.0509,1.8772,2.0834,0.075867,0,0.81636,0.05104,1.0559,1,0.572,0.572,0.2,0
1.0629,3.9864,1.8928,2.0589,0.058378,0,0.79619,0.040951,1.0486,1,0.574,0.574,0.2,0
1.0462,3.9285,1.9079,2.0347,0.043647,0,0.77917,0.032441,1.0418,1,0.576,0.576,0.2,0
1.0296,3.8705,1.923,2.0105,0.028915,0,0.76215,0.02393,1.0349,1,0.578,0.578,0.2,0
1.0129,3.8126,1.9381,1.9863,0.014184,0,0.74513,0.01542,1.0281,1,0.58,0.58,0.2,0
0.99681,3.7565,1.9526,1.9629,-4.1152e-05,0,0.7286,0.007159,1.0214,1,0.582,0.582,0.2,0
0.98259,3.7072,1.9653,1.9426,-0.012402,0,0.71392,-0.0001806,1.0157,1,0.584,0.584,0.2,0
0.96837,3.6579,1.978,1.9224,-0.024763,0,0.69924,-0.0075204,1.0099,1,0.586,0.586,0.2,0
0.95415,3.6086,1.9907,1.9022,-0.037124,0,0.68457,-0.01486,1.0041,1,0.588,0.588,0.2,0
0.94064,3.5612,2.0038,1.8814,-0.04784,0,0.67113,-0.021575,0.9983,1,0.59,0.59,0.2,0
0.92954,3.5221,2.0149,1.8639,-0.05662,0,0.66024,-0.027023,0.99346,1,0.592,0.592,0.2,0
0.91882,3.4844,2.0255,1.8471,-0.065186,0,0.6497,-0.032291,0.9888,1,0.594,0.594,0.2,0
0.9081,3.4467,2.0361,1.8302,-0.073751,0,0.63917,-0.037559,0.98414,1,0.596,0.596,0.2,0
0.89675,3.4067,2.0475,1.8124,-0.082788,0,0.62802,-0.043131,0.97917,1,0.598,0.598,0.2,0
0.88534,3.3665,2.0589,1.7944,-0.091876,0,0.61681,-0.048736,0.97418,1,0.6,0.6,0.2,0
0.87375,3.3258,2.0704,1.7763,-0.10123,0,0.60537,-0.05446,0.96913,1,0.602,0.602,0.2,0
0.86351,3.2898,2.0806,1.7603,-0.10952,0,0.59529,-0.059499,0.96466,1,0.604,0.604,0.2,0
0.85443,3.2578,2.0899,1.7457,-0.11676,0,0.58645,-0.063919,0.96062,1,0.606,0.606,0.2,0
0.8453,3.2256,2.0994,1.731,-0.12394,0,0.5776,-0.068343,0.95653,1,0.608,0.608,0.2,0
0.83592,3.1923,2.11,1.7153,-0.13085,0,0.56871,-0.07279,0.95209,1,0.61,0.61,0.2,0
0.82653,3.1589,2.1205,1.6996,-0.13775,0,0.55981,-0.077237,0.94765,1,0.612,0.612,0.2,0
0.81849,3.1303,2.1296,1.6859,-0.14352,0,0.55226,-0.081015,0.94386,1,0.614,0.614,0.2,0
0.81172,3.1061,2.1372,1.6743,-0.14821,0,0.54595,-0.084168,0.94069,1,0.616,0.616,0.2,0
0.80489,3.0818,2.1449,1.6627,-0.15292,0,0.53955,-0.087367,0.93748,1,0.618,0.618,0.2,0
0.79807,3.0575,2.1526,1.6511,-0.15763,0,0.53315,-0.090566,0.93427,1,0.62,0.62,0.2,0
0.79124,3.0332,2.1602,1.6395,-0.16233,0,0.52676,-0.093764,0.93106,1,0.622,0.622,0.2,0
0.78441,3.0088,2.1679,1.6279,-0.16704,0,0.52036,-0.096963,0.92786,1,0.624,0.624,0.2,0
0.77759,2.9845,2.1756,1.6164,-0.17175,0,0.51396,-0.10016,0.92465,1,0.626,0.626,0.2,0
0.77036,2.9587,2.1838,1.604,-0.17661,0,0.50722,-0.10353,0.92122,1,0.628,0.628,0.2,0
0.76318,2.9331,2.1919,1.5918,-0.18153,0,0.50048,-0.1069,0.91783,1,0.63,0.63,0.2,0
0.75725,2.9119,2.1989,1.5814,-0.18539,0,0.49505,-0.10962,0.91497,1,0.632,0.632,0.2,0
0.75179,2.8922,2.2056,1.5716,-0.1887,0,0.49016,-0.11206,0.91226,1,0.634,0.634,0.2,0
0.74633,2.8725,2.2124,1.5617,-0.192,0,0.48527,-0.11451,0.90954,1,0.636,0.636,0.2,0
0.74087,2.8529,2.2192,1.5519,-0.19531,0,0.48038,-0.11695,0.90683,1,0.638,0.638,0.2,0
0.73541,2.8332,2.2259,1.542,-0.19862,0,0.47549,-0.1194,0.90411,1,0.64,0.64,0.2,0
0.72995,2.8135,2.2327,1.5321,-0.20192,0,0.4706,-0.12185,0.9014,1,0.642,0.642,0.2,0
0.72444,2.7938,2.2391,1.5226,-0.20563,0,0.4655,-0.12439,0.89876,1,0.644,0.644,0.2,0
0.71892,2.774,2.2454,1.5131,-0.20942,0,0.46037,-0.12696,0.89614,1,0.646,0.646,0.2,0
0.71421,2.757,2.2514,1.5044,-0.21205,0,0.45623,-0.12903,0.89378,1,0.648,0.648,0.2,0
0.7097,2.7406,2.2573,1.496,-0.21438,0,0.45233,-0.13098,0.89147,1,0.65,0.65,0.2,0
0.7052,2.7242,2.2632,1.4875,-0.21672,0,0.44844,-0.13292,0.88917,1,0.652,0.652,0.2,0
0.70069,2.7078,2.2691,1.479,-0.21905,0,0.44454,-0.13487,0.88686,1,0.654,0.654,0.2,0
0.69643,2.6925,2.2743,1.4714,-0.22174,0,0.4407,-0.1368,0.88478,1,0.656,0.656,0.2,0
0.69219,2.6772,2.2793,1.4639,-0.22446,0,0.43685,-0.13872,0.8827,1,0.658,0.658,0.2,0
0.68796,2.662,2.2844,1.4563,-0.22719,0,0.43301,-0.14064,0.88063,1,0.66,0.66,0.2,0
0.68372,2.6467,2.2895,1.4488,-0.22991,0,0.42917,-0.14256,0.87856,1,0.662,0.662,0.2,0
0.68014,2.6337,2.2946,1.4419,-0.23165,0,0.42613,-0.14408,0.87662,1,0.664,0.664,0.2,0
0.67653,2.6205,2.2996,1.4351,-0.23344,0,0.42304,-0.14563,0.87472,1,0.666,0.666,0.2,0
0.67279,2.6069,2.3044,1.4281,-0.23544,0,0.41977,-0.14726,0.87283,1,0.668,0.668,0.2,0
0.66904,2.5933,2.3092,1.4212,-0.23744,0,0.41651,-0.14889,0.87094,1,0.67,0.67,0.2,0
0.6653,2.5797,2.314,1.4142,-0.23944,0,0.41324,-0.15052,0.86906,1,0.672,0.672,0.2,0
0.66155,2.5661,2.3188,1.4073,-0.24144,0,0.40998,-0.15215,0.86717,1,0.674,0.674,0.2,0
0.65824,2.5541,2.3231,1.4011,-0.24321,0,0.4071,-0.15359,0.86547,1,0.676,0.676,0.2,0
0.65565,2.5446,2.3266,1.3961,-0.24454,0,0.40488,-0.1547,0.86411,1,0.678,0.678,0.2,0
0.65314,2.5354,2.3301,1.3913,-0.24569,0,0.40276,-0.15576,0.86279,1,0.68,0.68,0.2,0
0.65047,2.5256,2.3338,1.3862,-0.24698,0,0.40049,-0.1569,0.86138,1,0.682,0.682,0.2,0
0.64755,2.515,2.3378,1.3807,-0.24847,0,0.39798,-0.15815,0.85983,1,0.684,0.684,0.2,0
0.64463,2.5044,2.3419,1.3751,-0.24996,0,0.39547,-0.15941,0.85827,1,0.686,0.686,0.2,0
0.64171,2.4938,2.3459,1.3696,-0.25146,0,0.39297,-0.16066,0.85671,1,0.688,0.688,0.2,0
0.63879,2.4831,2.35,1.3641,-0.25295,0,0.39046,-0.16191,0.85516,1,0.69,0.69,0.2,0
0.63588,2.4725,2.354,1.3586,-0.25445,0,0.38795,-0.16317,0.8536,1,0.692,0.692,0.2,0
0.63313,2.4625,2.3578,1.3533,-0.25582,0,0.3856,-0.16434,0.85215,1,0.694,0.694,0.2,0
0.6306,2.4532,2.3612,1.3485,-0.25704,0,0.38344,-0.16542,0.85083,1,0.696,0.696,0.2,0
0.62806,2.444,2.3647,1.3437,-0.25826,0,0.38128,-0.1665,0.84951,1,0.698,0.698,0.2,0
0.62553,2.4347,2.3681,1.3389,-0.25949,0,0.37911,-0.16759,0.84819,1,0.7,0.7,0.2,0
0.62299,2.4255,2.3715,1.3341,-0.26071,0,0.37695,-0.16867,0.84687,1,0.702,0.702,0.2,0
0.62046,2.4162,2.375,1.3292,-0.26193,0,0.37479,-0.16975,0.84555,1,0.704,0.704,0.2,0
0.61796,2.4071,2.3784,1.3245,-0.26311,0,0.37267,-0.17081,0.84423,1,0.706,0.706,0.2,0
0.61564,2.3986,2.3818,1.3199,-0.26403,0,0.37077,-0.17176,0.84296,1,0.708,0.708,0.2,0
0.61333,2.3901,2.3853,1.3153,-0.26495,0,0.36888,-0.1727,0.8417,1,0.71,0.71,0.2,0
0.61135,2.3828,2.3882,1.3114,-0.26577,0,0.36725,-0.17352,0.84061,1,0.712,0.712,0.2,0
0.60959,2.3763,2.3908,1.308,-0.26652,0,0.36579,-0.17425,0.83966,1,0.714,0.714,0.2,0
0.60782,2.3698,2.3934,1.3045,-0.26728,0,0.36433,-0.17498,0.83869,1,0.716,0.716,0.2,0
0.60569,2.362,2.3965,1.3004,-0.26823,0,0.36255,-0.17587,0.83751,1,0.718,0.718,0.2,0
0.60356,2.3542,2.3997,1.2962,-0.26917,0,0.36078,-0.17676,0.83633,1,0.72,0.72,0.2,0
0.60144,2.3464,2.4029,1.2921,-0.27012,0,0.359,-0.17764,0.83515,1,0.722,0.722,0.2,0
0.59931,2.3386,2.4061,1.2879,-0.27106,0,0.35723,-0.17853,0.83397,1,0.724,0.724,0.2,0
0.59718,2.3308,2.4092,1.2838,-0.27201,0,0.35545,-0.17942,0.83278,1,0.726,0.726,0.2,0
0.59523,2.3237,2.4121,1.28,-0.27286,0,0.35383,-0.18023,0.83171,1,0.728,0.728,0.2,0
0.59358,2.3176,2.4145,1.2767,-0.27354,0,0.35246,-0.18091,0.83083,1,0.73,0.73,0.2,0
0.59192,2.3115,2.4168,1.2735,-0.27422,0,0.3511,-0.18159,0.82995,1,0.732,0.732,0.2,0
0.59027,2.3054,2.4192,1.2702,-0.27491,0,0.34973,-0.18228,0.82907,1,0.734,0.734,0.2,0
0.58861,2.2993,2.4215,1.267,-0.27559,0,0.34837,-0.18296,0.82818,1,0.736,0.736,0.2,0
0.58696,2.2932,2.4239,1.2637,-0.27628,0,0.347,-0.18364,0.8273,1,0.738,0.738,0.2,0
0.58524,2.2869,2.4264,1.2604,-0.27701,0,0.34557,-0.18436,0.82637,1,0.74,0.74,0.2,0
0.58344,2.2803,2.429,1.2569,-0.27782,0,0.34406,-0.18511,0.82539,1,0.742,0.742,0.2,0
0.58164,2.2737,2.4316,1.2534,-0.27862,0,0.34254,-0.18587,0.8244,1,0.744,0.744,0.2,0
0.58019,2.2684,2.4339,1.2505,-0.27913,0,0.34138,-0.18645,0.82358,1,0.746,0.746,0.2,0
0.57882,2.2633,2.4361,1.2478,-0.27957,0,0.34029,-0.187,0.8228,1,0.748,0.748,0.2,0
0.57745,2.2582,2.4382,1.245,-0.28001,0,0.3392,-0.18755,0.82202,1,0.75,0.75,0.2,0
0.57607,2.2531,2.4404,1.2422,-0.28046,0,0.3381,-0.18809,0.82124,1,0.752,0.752,0.2,0
0.5747,2.248,2.4426,1.2394,-0.2809,0,0.33701,-0.18864,0.82046,1,0.754,0.754,0.2,0
0.57322,2.2426,2.445,1.2364,-0.28141,0,0.33583,-0.18923,0.81961,1,0.756,0.756,0.2,0
0.57156,2.2365,2.4477,1.2331,-0.28204,0,0.33448,-0.1899,0.81864,1,0.758,0.758,0.2,0
0.56991,2.2304,2.4504,1.2298,-0.28267,0,0.33313,-0.19058,0.81766,1,0.76,0.76,0.2,0
0.56845,2.225,2.4527,1.2269,-0.28323,0,0.33195,-0.19117,0.81684,1,0.762,0.762,0.2,0
0.56719,2.2204,2.4545,1.2244,-0.28373,0,0.33092,-0.19169,0.81616,1,0.764,0.764,0.2,0
0.56593,2.2157,2.4563,1.2219,-0.28423,0,0.32989,-0.1922,0.81547,1,0.766,0.766,0.2,0
0.56467,2.2111,2.4582,1.2195,-0.28473,0,0.32886,-0.19271,0.81479,1,0.768,0.768,0.2,0
0.56341,2.2064,2.46,1.217,-0.28523,0,0.32783,-0.19323,0.81411,1,0.77,0.77,0.2,0
0.56215,2.2018,2.4619,1.2145,-0.28572,0,0.3268,-0.19374,0.81343,1,0.772,0.772,0.2,0
0.56089,2.1972,2.4637,1.212,-0.28622,0,0.32577,-0.19426,0.81275,1,0.774,0.774,0.2,0
0.55963,2.1925,2.4656,1.2095,-0.28672,0,0.32474,-0.19477,0.81207,1,0.776,0.776,0.2,0
0.55837,2.1879,2.4674,1.207,-0.28722,0,0.32371,-0.19529,0.81139,1,0.778,0.778,0.2,0
0.55711,2.1832,2.4693,1.2045,-0.28772,0,0.32268,-0.1958,0.81071,1,0.78,0.78,0.2,0
0.55585,2.1786,2.4711,1.202,-0.28822,0,0.32165,-0.19632,0.81002,1,0.782,0.782,0.2,0
0.55458,2.1739,2.4729,1.1995,-0.28872,0,0.32062,-0.19683,0.80934,1,0.784,0.784,0.2,0
0.55338,2.1695,2.4749,1.1971,-0.28912,0,0.31966,-0.19731,0.80866,1,0.786,0.786,0.2,0
0.55242,2.1659,2.4764,1.1951,-0.28942,0,0.3189,-0.19769,0.80812,1,0.788,0.788,0.2,0
0.55133,2.1619,2.4782,1.1929,-0.28975,0,0.31804,-0.19812,0.80749,1,0.79,0.79,0.2,0
0.55024,2.1579,2.48,1.1907,-0.29009,0,0.31718,-0.19856,0.80685,1,0.792,0.792,0.2,0
0.54916,2.1538,2.4818,1.1885,-0.29042,0,0.31631,-0.19899,0.80621,1,0.794,0.794,0.2,0
0.54807,2.1498,2.4836,1.1863,-0.29076,0,0.31545,-0.19942,0.80558,1,0.796,0.796,0.2,0
0.54698,2.1458,2.4854,1.1841,-0.2911,0,0.31459,-0.19985,0.80494,1,0.798,0.798,0.2,0
0.54589,2.1418,2.4872,1.1819,-0.29143,0,0.31372,-0.20028,0.8043,1,0.8,0.8,0.2,0
0.5448,2.1377,2.489,1.1797,-0.29177,0,0.31286,-0.20071,0.80367,1,0.802,0.802,0.2,0
0.54372,2.1337,2.4908,1.1775,-0.2921,0,0.312,-0.20114,0.80303,1,0.804,0.804,0.2,0
0.54263,2.1297,2.4926,1.1753,-0.29244,0,0.31113,-0.20158,0.80239,1,0.806,0.806,0.2,0
0.54154,2.1257,2.4944,1.1731,-0.29278,0,0.31027,-0.20201,0.80176,1,0.808,0.808,0.2,0
0.54045,2.1216,2.4962,1.1709,-0.29311,0,0.30941,-0.20244,0.80112,1,0.81,0.81,0.2,0
0.53956,2.1183,2.4976,1.1691,-0.29339,0,0.3087,-0.20279,0.80062,1,0.812,0.812,0.2,0
0.5387,2.1152,2.4989,1.1674,-0.29366,0,0.30802,-0.20313,0.80015,1,0.814,0.814,0.2,0
0.53785,2.112,2.5002,1.1656,-0.29393,0,0.30735,-0.20347,0.79968,1,0.816,0.816,0.2,0
0.537,2.1088,2.5015,1.1639,-0.29419,0,0.30668,-0.2038,0.7992,1,0.818,0.818,0.2,0
0.53615,2.1057,2.5029,1.1622,-0.29446,0,0.306,-0.20414,0.79873,1,0.82,0.82,0.2,0
0.53529,2.1025,2.5042,1.1605,-0.29473,0,0.30533,-0.20448,0.79826,1,0.822,0.822,0.2,0
0.53444,2.0994,2.5055,1.1587,-0.29499,0,0.30465,-0.20482,0.79779,1,0.824,0.824,0.2,0
0.53359,2.0962,2.5068,1.157,-0.29526,0,0.30398,-0.20515,0.79732,1,0.826,0.826,0.2,0
0.53274,2.0931,2.5081,1.1553,-0.29553,0,0.3033,-0.20549,0.79685,1,0.828,0.828,0.2,0
